radius_bin,insol_bin,st_Teff_bin,Source Pipeline,Full TOI ID,Planet Radius Value,Orbital Period Value,Effective Temperature Value,Effective Stellar Flux Value,Planet Equilibrium Temperature (K) Value,mass_flag,V mag,K_amp,TSM,t_HIRES,X,TIC,TSM_Vmag_priority,X_priority,vip_rank
5,2,3,,Kepler-51 c,9.0,85.31200000000001,6018.0,4.331,,1.0,,0.5670459345801614,208.73115218531296,,,,1.0,3.0,
5,2,3,,Kepler-51 d,9.7,130.194,6018.0,2.4659999999999997,,1.0,,0.9357896262339614,119.46143528418469,,,,2.0,4.0,
5,2,3,,Kepler-30 d,8.8,143.34394,5498.0,1.962,,1.0,,2.8465091759770567,21.0890968184848,,,,3.0,1.0,
5,2,3,,Kepler-47 d,7.04,187.36599999999999,5636.0,2.0019050047873117,,1.0,,2.188013241427796,12.712943874939569,,,,,2.0,
5,3,1,spoc,1779.01,9.925999000000001,1.881719,3138.0,21.193471,547.23047,0.0,15.436,85.40583689611405,773.1370169841363,1210.9740055293375,0.6384422898047136,67646988.0,1.0,1.0,
5,3,1,spoc,507.01,9.812342999999998,0.8994850000000001,3338.0,69.16941700000001,735.526423,0.0,16.3,103.65030828789601,634.6737040789191,1822.085407044603,0.34832269751194095,348538431.0,2.0,2.0,
5,3,1,spoc,529.01,6.982289999999999,1.665878,3021.0,10.912114,463.550412,0.0,17.42,79.0734096786934,564.9789530623226,8783.123590174473,0.0643255155482902,438490744.0,3.0,4.0,
5,3,1,spoc,519.01,9.497154,1.265223,3225.0,30.804202000000004,600.858545,0.0,17.35,103.40971016739371,419.847181094929,4814.900140288811,0.08719748465432253,218795833.0,,3.0,
5,3,1,,HATS-6 b,11.187,3.3252725,3724.0,42.90499594825318,,1.0,,63.296122203619525,135.82074364538877,,,,,,
5,3,1,spoc,737.01,6.320436,1.732017,3394.0,34.180732,616.68742,0.0,17.26,36.62870197975296,120.49109862627127,35323.755393331485,0.003411050079035988,219189765.0,,,
5,3,1,spoc,530.01,8.128405,6.388488,3688.0,13.295618,487.02009400000003,0.0,15.403,26.978703422633096,104.01025774449424,11772.475039674768,0.008835037440637265,387690507.0,,5.0,
5,3,1,spoc,633.01,11.197034,4.503645,3267.0,35.794998,623.8430400000001,0.0,16.677,33.85374905303409,44.88530296402057,24171.098325214447,0.0018569823497510572,348755723.0,,,
5,3,1,,Kepler-45 b,10.76,2.4552389999999997,3820.0,68.37,,1.0,,108.33900360331722,41.48752799487855,,,,,,
5,3,2,,WASP-107 b,10.536,5.72149,4430.0,49.188496415968274,,1.0,,17.494070653343044,795.3580360073025,,,,1.0,,
5,3,2,,WASP-80 b,11.198,3.06785234,4143.0,77.5005611025448,,1.0,,108.3920759626232,321.4400004760118,,,,2.0,,
5,3,2,,HAT-P-18 b,11.153,5.508023000000001,4803.0,85.82037724573334,,1.0,,27.033471704534694,263.05101783147666,,,,3.0,,
5,3,2,spoc,2127.01,10.649008,5.508043,4790.0,82.241162,768.054537,0.0,12.597,34.50765670457865,182.00895629272947,542.8489329559611,0.33528472700801093,21744120.0,,1.0,
5,3,2,,HATS-72 b,8.097000000000001,7.3279474,4656.1,49.58,,1.0,,16.213131253458535,179.5659165942947,,,,,,
5,3,2,spoc,1412.01,6.824999000000001,4.731974,4223.45,53.912502,691.101955,0.0,12.343,18.932282534167097,175.42636413907067,1427.262884391831,0.12291103906469295,116483734.0,,3.0,
5,3,2,qlp,294.01,9.70482,7.328289999999999,4521.0,43.6076,715.0,0.0,12.324000000000002,28.09925328282993,152.5844234827726,636.6787694527491,0.2396568423569786,188570092.0,,2.0,
5,3,2,,TOI-216.02,7.69,17.089000000000002,5026.0,25.9,,1.0,,8.18691070435459,109.87633274965206,,,,,,
5,3,2,,WASP-132 b,9.752,7.133521000000001,4775.0,56.35909999400192,,1.0,,50.319303644776646,101.3475867193499,,,,,,
5,3,2,spoc,1274.01,9.207958,19.318465,4968.1,17.077251999999998,518.470731,0.0,12.784,18.143532008366098,84.13070576537802,2332.7395670275932,0.03606519431253033,459969957.0,,4.0,
5,3,2,,K2-295 b,10.054,4.0248669999999995,4444.0,85.48202051980377,,1.0,,52.410530334785825,82.56254433438012,,,,,,
5,3,2,,HAT-P-54 b,10.581,3.799847,4390.0,75.17673006097131,,1.0,,132.1482418479427,71.03013622094376,,,,,,
5,3,2,,WASP-59 b,8.687000000000001,7.9195850000000005,4650.0,32.140473769799144,,1.0,,109.72759282426588,40.00907969170366,,,,,,
5,3,2,,HATS-49 b,8.575,4.1480467,4405.0,80.45,,1.0,,56.203927584876716,31.955256150471364,,,,,,
5,3,2,,CoRoT-8 b,6.39,6.21229,5080.0,88.21001840658332,,1.0,,26.532586063326878,22.91567680081829,,,,,5.0,
5,3,2,,WASP-105 b,10.761,7.87288,5070.0,86.52687759595038,,1.0,,199.10401985706704,21.2974077635042,,,,,,
5,3,2,,HATS-22 b,10.682,4.7228124000000005,4803.0,89.9520149710066,,1.0,,399.25773749116263,14.166100498198034,,,,,,
5,3,3,,Kepler-51 b,7.1,45.153999999999996,6018.0,10.119,,1.0,,0.3680291139760305,241.31266527532685,,,,2.0,,
5,3,3,qlp,1173.01,9.22175,7.06423,5429.6,81.7324,837.0,0.0,11.038,22.05222882337445,184.6497937013844,316.2313672095863,0.5839072680573316,232967440.0,1.0,2.0,
5,3,3,,K2-24 c,7.5,42.3391,5625.0,23.4,,1.0,,2.705628586475591,164.06742805600268,,,,3.0,,
5,3,3,qlp,1788.01,10.4171,5.34326,5776.0,52.9343,751.0,0.0,10.639,27.737022981221774,160.24794897871635,138.41725537440263,1.1577165617484917,450327768.0,,1.0,
5,3,3,qlp,883.01,6.9172899999999995,10.04925,5651.0,86.2902,849.0,0.0,9.957,11.41312347092785,156.52517474170835,436.2153008184143,0.3588255030211926,123846039.0,,3.0,
5,3,3,spoc,1775.01,8.074810000000001,10.240374000000001,5251.0,60.479059,711.247913,0.0,11.648,15.864991261837194,122.32312157107975,1071.593946898004,0.1141506276002907,9348006.0,,,
5,3,3,,WASP-84 b,10.559,8.5234865,5314.0,67.7961745255115,,1.0,,77.69537469554521,117.88106411198721,,,,,,
5,3,3,spoc,421.01,6.445067,16.068919,5718.0,74.824872,750.120865,0.0,9.931,8.544845976043407,117.36589211092755,759.8037778468381,0.1544686872228033,94986319.0,,4.0,
5,3,3,qlp,1825.01,11.1087,10.18246,5450.0,75.3401,820.0,0.0,12.281,25.81672578020033,100.10623697708357,724.9492462104922,0.13808723507247744,229750058.0,,5.0,
5,3,3,qlp,2064.01,9.42308,8.80512,5701.0,94.9704,869.0,0.0,12.036,20.021973395845247,95.45185155709005,961.8252327598015,0.09924032797851066,115524421.0,,,
5,3,3,,K2-287 b,9.494,14.893291,5695.0,74.06676014016021,,1.0,,25.073896194112983,81.41679979394979,,,,,,
5,3,3,qlp,1849.01,6.619489999999999,9.865310000000001,5595.0,22.515,606.0,0.0,11.133,10.735230656433103,74.4078383273042,1456.4217836206637,0.05108948462877722,23740089.0,,,
5,3,3,qlp,1884.01,9.4512,6.782210000000001,5225.0,65.4473,792.0,0.0,13.255999999999998,23.87152914200652,73.06676363922583,2081.3707503255187,0.035105116965729655,219879302.0,,,
5,3,3,qlp,2147.01,10.5346,26.20459,6115.0,50.1446,741.0,0.0,11.098,15.32868465734456,71.79450189751637,691.6719222325714,0.10379849114848963,341630071.0,,,
5,3,3,spoc,1859.01,10.621744999999999,63.483419999999995,6415.0,25.888804999999998,575.304475,0.0,10.33,10.735369791252685,70.21322616657281,695.1458088700454,0.10100503415348777,229742722.0,,,
5,3,3,,Kepler-79 d,7.16,52.0902,6174.0,33.874,,1.0,,0.9268849945713632,68.87971730955488,,,,,,
5,3,3,qlp,1733.01,6.3744,5.80322,5846.0,61.8583,781.0,0.0,10.906,11.504167589660863,59.249148180567985,1028.9624508575712,0.05758144831348102,53427308.0,,,
5,3,3,,Kepler-18 d,6.98,14.85888,5345.0,51.922,,1.0,,4.360984240177498,56.039804100271596,,,,,,
5,3,3,qlp,1890.01,9.72128,19.9677,5857.0,72.1248,811.0,0.0,12.367,15.48585846010113,49.66022956021618,2180.9180917342387,0.022770332250638074,288636599.0,,,
5,3,3,,K2-139 b,9.11,28.380619,5370.0,17.90845843416296,,1.0,,26.544115609406642,48.21497992058789,,,,,,
5,3,3,,Kepler-177 c,7.1,49.412,5942.0,25.793000000000003,,1.0,,1.309285333390813,48.163709927644035,,,,,,
5,3,3,qlp,1878.01,7.20162,3.23501,5976.0,62.5576,783.0,0.0,13.492,16.720581323188537,44.05816474736821,5272.385795566384,0.008356400016178118,219762508.0,,,
5,3,3,,Kepler-9 c,8.08,38.9853,5774.0,18.903,,1.0,,5.574697387107806,36.22158328896147,,,,,,
5,3,3,,Kepler-9 b,8.29,19.23891,5774.0,48.229,,1.0,,10.23952894035065,34.105037959923195,,,,,,
5,3,3,,WASP-130 b,9.976,11.550980000000001,5625.0,80.64750336160753,,1.0,,107.92498897697895,27.752882280939712,,,,,,
5,3,3,,KOI-94 e,6.56,54.32031,6182.0,29.7,,1.0,,5.0217817624247445,15.250577132866631,,,,,,
5,4,1,spoc,460.01,6.597836999999999,0.516835,3274.0,118.667639,841.788182,0.0,16.79,69.72174483417882,367.87004075107296,6323.731647699331,0.05817293668445112,9804616.0,2.0,2.0,
5,4,1,spoc,1638.01,8.637166,0.9150940000000001,3810.0,357.93172999999996,1109.353095,0.0,13.853,48.641752324955625,215.98208243630052,868.743367805449,0.24861436695844646,312862941.0,1.0,1.0,
5,4,2,,HAT-P-12 b,10.749,3.2130598,4650.0,139.62823972511472,,1.0,,35.90757534100428,288.75389906583246,,,,3.0,,
5,4,2,spoc,1844.01,10.690659,3.2129830000000004,4652.87,139.775854,876.955969,0.0,12.665,42.80176627467288,234.11767898289642,375.65272529213945,0.6232290177073163,198108326.0,2.0,3.0,
5,4,2,qlp,2040.01,11.1063,3.86085,5019.0,194.705,1040.0,0.0,11.489,39.76579111242927,229.71777616893965,147.32982483378768,1.559207556434002,427730490.0,1.0,1.0,
5,4,2,,HAT-P-26 b,7.062,4.23452,5079.0,159.7126980549386,,1.0,,8.168269040511866,229.57261111799855,,,,,,
5,4,2,,WASP-29 b,8.631,3.9227300000000005,4800.0,149.34125008165515,,1.0,,35.34407488226169,212.61059096598098,,,,,,
5,4,2,qlp,1268.01,9.351939999999999,8.157589999999999,5091.2,112.81299999999999,907.0,0.0,10.92,22.404847830990224,201.68317599594621,274.80582173544286,0.7339115842680646,142394656.0,,2.0,
5,4,2,spoc,1423.01,6.414552,2.7556529999999997,4993.0,207.238637,967.692625,0.0,11.741,17.554008391436312,185.8880779362178,953.5804153923873,0.1949369711622349,346418409.0,,,
5,4,2,spoc,1264.01,7.809021,2.744165,5040.0,418.583168,1153.6264099999999,0.0,11.470999999999998,24.305260683951012,180.92988132819917,387.8906930471649,0.46644553368079733,416195870.0,,4.0,
5,4,2,spoc,1780.01,10.611799000000001,1.706307,4974.0,652.774216,1289.170911,0.0,12.97,48.740072448646586,155.8609668024251,383.65210501633186,0.4062559927718634,99834717.0,,5.0,
5,4,2,,WASP-145 A b,10.088,1.7690381000000002,4900.0,350.49556328360825,,1.0,,179.90667952029438,116.95441950008856,,,,,,
5,4,2,,HAT-P-3 b,10.536,2.8997,5185.0,298.14754389167587,,1.0,,89.26964930227535,102.54673817508792,,,,,,
5,4,2,,HD 221416 b,9.17,14.2767,5080.0,342.92133648993683,,1.0,,14.069317606297323,98.73931367550527,,,,,,
5,4,2,,WASP-43 b,10.424,0.813475,4400.0,598.5603613397741,,1.0,,558.1882768457078,88.33122934577112,,,,,,
5,4,2,,HATS-48 A b,8.967,3.1316666,4546.0,137.6,,1.0,,41.71042340233709,73.34327733183218,,,,,,
5,4,2,spoc,1832.01,7.747577000000001,4.151395,4652.0,121.84223,847.36244,0.0,13.9025,22.731999559199487,69.83299231990895,4163.270683235213,0.016773589236249904,307956397.0,,,
5,4,2,,WASP-144 b,9.528,2.2783152,5200.0,431.43364717724376,,1.0,,78.34960291008468,69.39843104985646,,,,,,
5,4,2,,WASP-23 b,10.783,2.9444256,5150.0,273.244989810602,,1.0,,148.1891101233183,63.00570659591033,,,,,,
5,4,2,,HATS-7 b,6.311,3.185315,4985.0,225.71161680120636,,1.0,,18.505318816582264,61.712103864390706,,,,,,
5,4,2,,Kepler-425 b,10.962,3.79701816,5170.0,229.03599999999997,,1.0,,34.240615399203875,58.38373881126317,,,,,,
5,4,2,,WASP-45 b,10.604,3.126089,5150.0,294.0,,1.0,,149.59234689413216,50.355556925631895,,,,,,
5,4,2,,CoRoT-28 b,10.705,5.2085099999999995,5150.0,574.5251233381633,,1.0,,56.472717062707204,18.886023363730022,,,,,,
5,4,2,,HAT-P-20 b,9.718,2.875317,4595.0,146.03464397806306,,1.0,,1245.7219094586196,13.01083266290242,,,,,,
5,4,3,qlp,1555.01,10.1564,2.0998900000000003,6025.3,422.491,1263.0,0.0,10.707,33.93652836061441,306.0715439981157,98.44079233921774,3.109194234676839,441732151.0,1.0,1.0,
5,4,3,qlp,1703.01,9.827919999999999,1.20143,5747.6,887.711,1520.0,0.0,11.024,40.9298326716155,254.45994976277237,90.62123736829136,2.8079505108568363,453387619.0,2.0,2.0,
5,4,3,,WASP-166 b,7.062,5.4435400000000005,6050.0,440.0,,1.0,,10.409782727689628,230.49727831229592,,,,3.0,,
5,4,3,qlp,1456.01,7.70067,12.15601,6125.0,216.217,1068.0,0.0,8.558,11.742202164545006,224.66314562694316,113.60849837662414,1.9775205978179657,199376584.0,,3.0,
5,4,3,spoc,1135.01,8.862413,8.027744,5962.7,246.92463700000002,1011.0225810000001,0.0,9.54,16.941190287238545,224.1942204467941,134.84103738637086,1.662655707730818,154872375.0,,4.0,
5,4,3,spoc,1194.01,8.860766,2.310602,5339.9,640.67934,1283.15739,0.0,11.302,29.94829159311329,214.43884402114514,218.65822595044847,0.980703301186302,147950620.0,,5.0,
5,4,3,,WASP-139 b,8.967,5.924262000000001,5310.0,117.5599845540647,,1.0,,13.917502123442665,203.31956480764887,,,,,,
5,4,3,spoc,1251.01,9.934608,5.963064,5273.0,160.615918,907.957617,0.0,11.513,27.221944940710916,183.21286143115333,321.4190578385684,0.5700124400313915,233120979.0,,,
5,4,3,qlp,1711.01,7.44683,10.2558,5326.0,126.859,934.0,0.0,10.675999999999998,13.561852390929676,138.91053592949302,599.0621763502394,0.23187999745835983,461662295.0,,,
5,4,3,,XO-2 N b,11.130999999999998,2.61586178,5307.0,515.709204682792,,1.0,,85.35109211791055,134.35553618280778,,,,,,
5,4,3,,HATS-5 b,10.223,4.763387000000001,5304.0,182.48136930123337,,1.0,,29.88506935262868,127.03023650934344,,,,,,
5,4,3,qlp,1199.01,10.4388,3.6716599999999997,5618.0,277.085,1136.0,0.0,11.093,32.31299841241731,120.15112943448834,154.93709456795867,0.7754833003002229,99869022.0,,,
5,4,3,,WASP-182 b,9.528,3.3769848,5638.0,797.0047827223157,,1.0,,19.08014107537021,118.88793480251286,,,,,,
5,4,3,,HD 89345 b,7.398,11.8143,5576.0,233.48385835654446,,1.0,,8.906972247628229,114.07146826919701,,,,,,
5,4,3,spoc,239.01,6.374038,4.15701,6362.5,421.379341,1155.548184,0.0,11.915,12.249362898029348,111.03140948952998,2298.7033240945057,0.048301757049604016,9725627.0,,,
5,4,3,qlp,963.01,8.963510000000001,11.10934,5814.9,242.733,1099.0,0.0,10.997,16.626138161733664,108.65255877654528,535.7067960884406,0.20282094528180614,25799609.0,,,
5,4,3,spoc,1248.01,6.615742999999999,4.360136,5227.0,202.07501200000002,961.607635,0.0,11.806,15.106876596014727,108.59052299882788,1366.9749717216503,0.07943855977265074,232612416.0,,,
5,4,3,qlp,1708.01,9.64245,11.44192,6259.0,170.262,1006.0,0.0,10.715,16.789705649461443,108.33073448651041,405.1573870130711,0.2673793887485395,241173474.0,,,
5,4,3,,K2-19 b,7.74,7.9194,5430.0,125.9,,1.0,,9.613377243516627,106.90233344405459,,,,,,
5,4,3,,HATS-46 b,10.122,4.7423729,5495.0,204.76772697034363,,1.0,,22.16329820339056,106.40671591272913,,,,,,
5,4,3,qlp,1912.01,9.83634,5.4054199999999994,6410.0,898.65,1525.0,0.0,11.079,21.760260142577774,90.50646283814642,337.27314331141224,0.2683476720071354,50712784.0,,,
5,4,3,qlp,1298.01,10.1532,4.53715,5731.0,509.67900000000003,1323.0,0.0,11.889,28.229422166312155,89.26630142526781,422.5770909401691,0.21124264267772777,237104103.0,,,
5,4,3,spoc,660.01,11.115877000000001,9.290298,6055.0,276.54873599999996,1040.070237,0.0,11.21,23.375511480438703,86.8070167687823,329.75218450494845,0.2632492545852403,53189332.0,,,
5,4,3,,HAT-P-38 b,9.247,4.640382,5330.0,223.47307134470228,,1.0,,35.22304860240599,86.4727059861854,,,,,,
5,4,3,qlp,2155.01,10.8811,3.7246599999999996,6144.0,686.503,1426.0,0.0,11.728,31.18187879433465,85.50651298066117,298.61070170454303,0.28634778490043744,461591646.0,,,
5,4,3,,WASP-56 b,10.536,4.6171,5600.0,347.03157392247823,,1.0,,69.13467507238919,82.03575347362091,,,,,,
5,4,3,qlp,1294.01,9.30359,3.915,5714.0,325.056,1182.0,0.0,11.314,25.52146762768728,78.09919672361514,304.4378428032134,0.25653577099512537,219015370.0,,,
5,4,3,qlp,1836.01,7.880510000000001,20.38184,6351.0,108.11,898.0,0.0,9.765,9.646303648565606,76.21022764862698,511.6677787041121,0.1489447466120354,207468071.0,,,
5,4,3,,K2-261 b,9.528,11.63344,5537.0,213.43501852641148,,1.0,,18.80409456373961,74.48820876141163,,,,,,
5,4,3,qlp,1818.01,9.87298,5.5107800000000005,6236.9,681.4939999999999,1423.0,0.0,11.417,22.72796748160617,71.98561670880692,422.07412376100615,0.17055207286189336,330799746.0,,,
5,4,3,,HATS-8 b,9.785,3.583893,5679.0,507.7721414614933,,1.0,,17.66046914364341,65.64569384895209,,,,,,
5,4,3,qlp,941.01,6.913639999999999,8.51179,5920.0,177.36,1016.0,0.0,11.456,11.595911995394102,63.79584052454049,1680.738331250733,0.03795703313142527,408137826.0,,,
5,4,3,qlp,343.01,7.403510000000001,1.75649,5885.0,512.133,1325.0,0.0,13.046,21.88971992742992,60.98323190400243,2039.9969417321604,0.029893785944709112,66497310.0,,,
5,4,3,qlp,852.01,7.92592,4.94421,5574.0,338.81699999999995,1195.0,0.0,11.638,18.575638426904046,51.743671682973094,774.5017943629815,0.0668089758598063,29918916.0,,,
5,4,3,qlp,844.01,10.5689,8.89959,5829.6,178.622,1018.0,0.0,12.123,23.510159899581105,51.445818896461056,755.7858564772031,0.06806930621360843,380886535.0,,,
5,4,3,qlp,1828.01,8.74023,9.09422,5759.8,211.368,1062.0,0.0,11.975,17.093092392014103,51.43349714116497,1247.5806954153518,0.04122658945443319,232982938.0,,,
5,4,3,qlp,1871.01,8.60495,3.4061199999999996,5955.3,985.653,1560.0,0.0,12.095999999999998,21.41328577753366,50.155531350022315,888.6756901090463,0.05643850946779911,233503636.0,,,
5,4,3,,HATS-10 b,10.862,3.312846,5880.0,643.9274072028408,,1.0,,67.416925526545,43.29184813132519,,,,,,
5,4,3,,WASP-129 b,10.424,5.748145,5900.0,223.320436670309,,1.0,,113.65873899674624,39.020149064489594,,,,,,
5,4,3,,WASP-60 b,9.864,4.305,5900.0,494.1475095267028,,1.0,,61.29886053970214,38.86221483885678,,,,,,
5,4,3,,Kepler-77 b,10.761,3.57878087,5520.0,432.871,,1.0,,59.224445806650714,37.49749108389549,,,,,,
5,4,3,spoc,1267.01,10.096322,6.792603999999999,6378.0,477.294167,1192.1098630000001,0.0,12.003,9.820830467100846,30.280852033159167,3878.0508386660595,0.007808265877085544,158561566.0,,,
5,4,3,,CoRoTID 223977153 b,6.3889999999999985,6.718369999999999,5970.0,132.26,,1.0,,15.375627693738652,30.23355439356473,,,,,,
5,4,3,,Kepler-15 b,10.76,4.942782,5515.0,430.67699999999996,,1.0,,77.84832240339824,23.524366947255345,,,,,,
5,4,3,,WASP-32 b,10.761,2.71866,6140.0,985.8969516035893,,1.0,,477.5965600733725,23.520764515837367,,,,,,
5,4,3,,Kepler-117 b,8.059,18.7959228,6150.0,157.541,,1.0,,6.634653573535826,16.668857161922933,,,,,,
5,4,3,,Kepler-74 b,10.76,7.340711,6000.0,337.68199999999996,,1.0,,59.10042361780795,13.632079956790975,,,,,,
5,4,3,,CoRoT-29 b,10.088,2.8505700000000003,5260.0,366.78388687802084,,1.0,,124.55828056649692,12.736569097559958,,,,,,
5,4,3,,Kepler-424 b,9.98,3.3118644,5460.0,470.754,,1.0,,139.75191389848092,12.672743880432868,,,,,,
5,5,2,qlp,1396.01,6.35126,3.99307,4731.1,1282.52,1667.0,0.0,11.630999999999998,16.94735664806784,140.8860913156187,924.4980258664962,0.15239198719063962,468845640.0,1.0,1.0,
5,5,3,qlp,2024.01,8.52587,2.87577,6084.0,1305.27,1674.0,0.0,8.15,22.534797989207608,399.9083008200903,21.183737575309785,18.87808038588026,255930614.0,1.0,1.0,
5,5,3,spoc,390.01,8.656736,1.470258,6321.46,3333.4085670000004,1937.9469589999999,0.0,10.329,42.91012168070876,329.15529184418284,43.47007946323903,7.571996552767675,250386181.0,2.0,2.0,
5,5,3,spoc,1254.01,9.662544,1.018003,5451.0,2488.229921,1801.326245,0.0,11.646,44.69439875964537,246.90362611208738,134.77325808948854,1.8319927084358607,236714379.0,3.0,5.0,
5,5,3,spoc,485.01,8.411166,1.2645629999999999,6084.0,1027.02,1577.0,0.0,10.594,29.11287962624414,218.948821188462,120.54233416416082,1.8163645387046023,427352241.0,,,
5,5,3,qlp,958.01,10.3985,0.5884,5745.1,8161.51,2647.0,0.0,11.434,57.69847099894208,194.17577824972776,66.52445374253432,2.918863174754277,92880568.0,,3.0,
5,5,3,spoc,1784.01,7.197862,2.093578,6435.69,1885.761325,1680.704763,0.0,10.016,17.29982077529942,188.15223204829877,200.45953491666597,0.9386045524176062,241196395.0,,,
5,5,3,qlp,1200.01,7.178260000000001,0.83515,6105.0,7547.82,2596.0,0.0,10.911,25.47232560760514,181.3949549422383,210.84957551933817,0.8603050515774056,288185138.0,,,
5,5,3,qlp,387.01,10.868,4.15493,6270.0,1077.9480740000001,1461.400359,0.0,10.1,28.144272478003337,172.9372736792602,81.8332638015339,2.113288235682207,92359850.0,,4.0,
5,5,3,,HD 149026 b,8.295,2.87589,6179.0,1314.0990615233993,,1.0,,43.063832920256594,172.87133794895283,,,,,,
5,5,3,qlp,1595.01,9.17868,1.7490299999999999,6222.3,2080.28,1881.0,0.0,11.043,29.209567148283217,145.54849363910793,181.07549606724965,0.8038000546747234,385105624.0,,,
5,5,3,qlp,1383.01,6.70661,1.53709,6023.1,2167.56,1900.0,0.0,10.091,16.73597990500198,143.2106949006079,229.5131823377634,0.6239759016972354,313506357.0,,,
5,5,3,qlp,1600.01,6.69136,0.36113,6056.9,2677.39,2003.0,0.0,10.053,26.715308538422434,141.37642269493273,86.97401874764651,1.625501784678178,187029841.0,,,
5,5,3,spoc,1837.01,7.823103,5.818224,5961.28,1053.479741,1453.03574,0.0,9.2,15.932085553049559,108.5905384576676,111.47171081624589,0.9741533314822115,144441148.0,,,
5,5,3,qlp,603.01,9.58164,8.0885,5900.8,2427.06,1955.0,0.0,10.312,20.522393041035457,104.96840750671494,187.09144292508407,0.5610540271943214,262746281.0,,,
5,5,3,qlp,329.01,10.8397,5.7018,5560.5,3576.88,2154.0,0.0,11.262,30.27451849706447,90.52336743293156,206.23170724474235,0.4389401059726685,169765334.0,,,
5,5,3,qlp,1484.01,8.9478,1.1623700000000001,5843.7,1285.31,1668.0,0.0,10.884,30.01687208667837,84.53223720322619,148.1081840669136,0.5707465643156862,67309890.0,,,
5,5,3,qlp,2150.01,6.572610000000001,2.22562,6446.3,1962.66,1854.0,0.0,10.775,14.362608553421047,62.3489630462164,585.1177567157767,0.10655797457964115,230267547.0,,,
5,5,3,qlp,648.01,11.0372,2.97638,6492.5,2695.88,2007.0,0.0,10.649,26.445417036656718,44.003099564332416,153.67707506234126,0.28633483261235904,78672342.0,,,
5,5,3,qlp,979.01,7.4741,1.10578,5650.4,2163.51,1900.0,0.0,10.715,9.024266196485858,42.33566033310835,1402.445944919063,0.030187017536388253,5772442.0,,,
5,5,3,spoc,1241.01,9.180808,4.779966,5826.0,1770.3422030000002,1654.332836,0.0,11.713,22.921235447579125,36.83040379797846,545.0469097706834,0.06757290636410368,159107668.0,,,
5,5,3,qlp,1539.01,7.91085,2.58929,5855.0,2009.64,1865.0,0.0,11.205,21.61545359169728,33.609612994441385,383.8673895147734,0.08755527015963907,252636888.0,,,
5,5,3,,K2-60 b,7.6560000000000015,3.00265,5500.0,1212.0,,1.0,,61.353443655617255,22.184093028563986,,,,,,
5,5,3,,WASP-171 b,10.985,3.8186244,5965.0,1203.7473537998806,,1.0,,127.16915873955372,14.023475485610552,,,,,,
